event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,external-temperature,gps:dop,gps:fix-type-raw,height-raw,manually-marked-outlier,mortality-status,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
15727039184,true,2020-04-15 08:00:10.000,-78.4353447,-0.5529265,,6.0,1.2,"val. GPS-3D","3676,72",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785464.6913671196,9938823.303230148,"17S","Ecuador Time",2020-04-15 03:00:10.000
15727039185,true,2020-04-15 10:00:12.000,-78.4353551,-0.5529088,,5.0,1.2,"val. GPS-3D","3672,38",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.5338396548,9938825.262088912,"17S","Ecuador Time",2020-04-15 05:00:12.000
15727039186,true,2020-04-15 12:00:38.000,-78.4353551,-0.5528727,,5.0,1.2,"val. GPS-3D","3672,34",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.5355660359,9938829.256254204,"17S","Ecuador Time",2020-04-15 07:00:38.000
15727039187,true,2020-04-15 14:00:20.000,-78.4353587,-0.5528725,,7.0,1.0,"val. GPS-3D","3674,30",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.1345999974,9938829.27855585,"17S","Ecuador Time",2020-04-15 09:00:20.000
15727039188,true,2020-04-15 16:00:38.000,-78.4353023,-0.5528906,,22.0,1.2,"val. GPS-3D","3673,56",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785469.4156856511,9938827.273225877,"17S","Ecuador Time",2020-04-15 11:00:38.000
15727039189,true,2020-04-15 18:00:08.000,-78.4353295,-0.5528024,,20.0,1.0,"val. GPS-3D","3648,35",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785466.3903097427,9938837.03313331,"17S","Ecuador Time",2020-04-15 13:00:08.000
15727039190,true,2020-04-15 20:00:16.000,-78.4353407,-0.5528733,,14.0,1.2,"val. GPS-3D","3664,50",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785465.1394397652,9938829.189175956,"17S","Ecuador Time",2020-04-15 15:00:16.000
15727039191,true,2020-04-15 22:00:38.000,-78.4353267,-0.5529093,,9.0,1.0,"val. GPS-3D","3666,90",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785466.6970677392,9938825.20540077,"17S","Ecuador Time",2020-04-15 17:00:38.000
15727039192,true,2020-04-16 00:00:19.000,-78.4352608,-0.5528891,,7.0,1.0,"val. GPS-3D","3690,84",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785474.0381152928,9938827.437190477,"17S","Ecuador Time",2020-04-15 19:00:19.000
15727039193,true,2020-04-16 02:00:12.000,-78.4353583,-0.5528553,,5.0,1.8,"val. GPS-3D","3664,08",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.1799753418,9938831.18157379,"17S","Ecuador Time",2020-04-15 21:00:12.000
15727039194,true,2020-04-16 04:00:17.000,-78.4354351,-0.5527484,,5.0,1.2,"val. GPS-3D","3645,89",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785454.6309406024,9938843.012867564,"17S","Ecuador Time",2020-04-15 23:00:17.000
15727039195,true,2020-04-16 06:00:38.000,-78.4353375,-0.5528726,,6.0,1.0,"val. GPS-3D","3672,74",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785465.4958960023,9938829.266471095,"17S","Ecuador Time",2020-04-16 01:00:38.000
15727039196,true,2020-04-16 08:00:09.000,-78.4353903,-0.5528908,,2.0,1.4,"val. GPS-3D","3671,56",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785459.6140501916,9938827.255334068,"17S","Ecuador Time",2020-04-16 03:00:09.000
15727039197,true,2020-04-16 10:00:12.000,-78.4353059,-0.5528724,,1.0,1.4,"val. GPS-3D","3675,50",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785469.0155803991,9938829.287078172,"17S","Ecuador Time",2020-04-16 05:00:12.000
15727039198,true,2020-04-16 12:00:38.000,-78.4353551,-0.5528727,,2.0,1.0,"val. GPS-3D","3672,34",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.5355660359,9938829.256254204,"17S","Ecuador Time",2020-04-16 07:00:38.000
15727039199,true,2020-04-16 14:00:11.000,-78.4353483,-0.5528721,,8.0,1.2,"val. GPS-3D","3678,62",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785464.2929930915,9938829.322311865,"17S","Ecuador Time",2020-04-16 09:00:11.000
15727039200,true,2020-04-16 16:00:15.000,-78.4353863,-0.5528196,,17.0,1.4,"val. GPS-3D","3659,33",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785460.0629833051,9938835.132830191,"17S","Ecuador Time",2020-04-16 11:00:15.000
15727039201,true,2020-04-16 18:00:10.000,-78.4353543,-0.5526214,,14.0,1.0,"val. GPS-3D","3651,68",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.6366863222,9938857.06047436,"17S","Ecuador Time",2020-04-16 13:00:10.000
15727039202,true,2020-04-16 20:00:11.000,-78.4351461,-0.5530226,,12.0,1.0,"val. GPS-3D","3818,13",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785486.8072594953,9938812.660999162,"17S","Ecuador Time",2020-04-16 15:00:11.000
15727039203,true,2020-04-16 22:00:35.000,-78.4353371,-0.5528735,,9.0,1.0,"val. GPS-3D","3662,55",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785465.5404058093,9938829.166874308,"17S","Ecuador Time",2020-04-16 17:00:35.000
15727039204,true,2020-04-17 00:00:10.000,-78.4353623,-0.5528362,,8.0,1.0,"val. GPS-3D","3676,22",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785462.7353602222,9938833.295022763,"17S","Ecuador Time",2020-04-16 19:00:10.000
15727039205,true,2020-04-17 02:00:21.000,-78.4353091,-0.552855,,7.0,1.2,"val. GPS-3D","3667,25",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785468.6599897081,9938831.212397836,"17S","Ecuador Time",2020-04-16 21:00:21.000
15727039206,true,2020-04-17 04:00:22.000,-78.4353036,-0.5528157,,6.0,1.0,"val. GPS-3D","3704,08",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785469.2744706124,9938835.560351966,"17S","Ecuador Time",2020-04-16 23:00:22.000
15727039207,true,2020-04-17 06:00:24.000,-78.4348586,-0.553136,,5.0,1.2,"val. GPS-3D","3761,52",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785518.8241988496,9938800.100379623,"17S","Ecuador Time",2020-04-17 01:00:24.000
15727039208,true,2020-04-17 08:00:38.000,-78.4353515,-0.552909,,4.0,1.0,"val. GPS-3D","3670,42",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.9348056914,9938825.239787254,"17S","Ecuador Time",2020-04-17 03:00:38.000
15727039209,true,2020-04-17 10:00:20.000,-78.4353479,-0.5528911,,3.0,1.2,"val. GPS-3D","3668,44",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785464.3366373279,9938827.22010034,"17S","Ecuador Time",2020-04-17 05:00:20.000
15727039210,true,2020-04-17 12:00:18.000,-78.4351656,-0.5528893,,3.0,1.2,"val. GPS-3D","3688,93",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785484.6416839457,9938827.410478754,"17S","Ecuador Time",2020-04-17 07:00:18.000
15727039211,true,2020-04-17 14:00:34.000,-78.4353235,-0.5528724,,14.0,1.0,"val. GPS-3D","3675,10",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785467.0552551672,9938829.28792546,"17S","Ecuador Time",2020-04-17 09:00:34.000
15727039212,true,2020-04-17 16:00:12.000,-78.4353915,-0.5530327,,23.0,1.2,"val. GPS-3D","3702,31",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785459.4736049175,9938811.555335363,"17S","Ecuador Time",2020-04-17 11:00:12.000
